pair_index,training_arm,source_split,source_index,sample_seed,geometry_slot,geometry_id,geometry_partition,mask_bits,assignment_seed,assignment_rule,evaluation_role,selection_commit_preexisted
42,evaluation,test_family_ood,271,30660828,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
43,evaluation,test_family_ood,271,30660828,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
44,evaluation,test_family_ood,277,30660834,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
45,evaluation,test_family_ood,277,30660834,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
46,evaluation,test_family_ood,277,30660834,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
47,evaluation,test_family_ood,277,30660834,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
48,evaluation,test_family_ood,287,30660844,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
49,evaluation,test_family_ood,287,30660844,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
50,evaluation,test_family_ood,287,30660844,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
51,evaluation,test_family_ood,287,30660844,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
52,evaluation,test_family_ood,276,30660833,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
53,evaluation,test_family_ood,276,30660833,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
54,evaluation,test_family_ood,276,30660833,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
55,evaluation,test_family_ood,276,30660833,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
56,evaluation,test_family_ood,288,30660845,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
57,evaluation,test_family_ood,288,30660845,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
58,evaluation,test_family_ood,288,30660845,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
59,evaluation,test_family_ood,288,30660845,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
60,evaluation,test_family_ood,293,30660850,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
61,evaluation,test_family_ood,293,30660850,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
62,evaluation,test_family_ood,293,30660850,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
63,evaluation,test_family_ood,293,30660850,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
64,evaluation,test_family_ood,291,30660848,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
65,evaluation,test_family_ood,291,30660848,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
66,evaluation,test_family_ood,291,30660848,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
67,evaluation,test_family_ood,291,30660848,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
68,evaluation,test_family_ood,270,30660827,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
69,evaluation,test_family_ood,270,30660827,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
70,evaluation,test_family_ood,270,30660827,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
71,evaluation,test_family_ood,270,30660827,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
72,evaluation,test_family_ood,272,30660829,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
73,evaluation,test_family_ood,272,30660829,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
74,evaluation,test_family_ood,272,30660829,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
75,evaluation,test_family_ood,272,30660829,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
76,evaluation,test_family_ood,284,30660841,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
77,evaluation,test_family_ood,284,30660841,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
78,evaluation,test_family_ood,284,30660841,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
79,evaluation,test_family_ood,284,30660841,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
80,evaluation,test_family_ood,282,30660839,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
81,evaluation,test_family_ood,282,30660839,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
82,evaluation,test_family_ood,282,30660839,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
83,evaluation,test_family_ood,282,30660839,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
84,evaluation,test_family_ood,281,30660838,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
85,evaluation,test_family_ood,281,30660838,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
86,evaluation,test_family_ood,281,30660838,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
87,evaluation,test_family_ood,281,30660838,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
88,evaluation,test_family_ood,265,30660822,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
89,evaluation,test_family_ood,265,30660822,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
90,evaluation,test_family_ood,265,30660822,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
91,evaluation,test_family_ood,265,30660822,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
92,evaluation,test_family_ood,280,30660837,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
93,evaluation,test_family_ood,280,30660837,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
94,evaluation,test_family_ood,280,30660837,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
95,evaluation,test_family_ood,280,30660837,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
96,evaluation,test_family_ood,294,30660851,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
97,evaluation,test_family_ood,294,30660851,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
98,evaluation,test_family_ood,294,30660851,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
99,evaluation,test_family_ood,294,30660851,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
100,evaluation,test_family_ood,279,30660836,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
101,evaluation,test_family_ood,279,30660836,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
102,evaluation,test_family_ood,279,30660836,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
103,evaluation,test_family_ood,279,30660836,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
104,evaluation,test_family_ood,267,30660824,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
105,evaluation,test_family_ood,267,30660824,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
106,evaluation,test_family_ood,267,30660824,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
107,evaluation,test_family_ood,267,30660824,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
108,evaluation,test_family_ood,283,30660840,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
109,evaluation,test_family_ood,283,30660840,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
110,evaluation,test_family_ood,283,30660840,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
111,evaluation,test_family_ood,283,30660840,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
112,evaluation,test_family_ood,292,30660849,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
113,evaluation,test_family_ood,292,30660849,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
114,evaluation,test_family_ood,292,30660849,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
115,evaluation,test_family_ood,292,30660849,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
116,evaluation,test_family_ood,286,30660843,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
117,evaluation,test_family_ood,286,30660843,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
118,evaluation,test_family_ood,286,30660843,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
119,evaluation,test_family_ood,286,30660843,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
120,evaluation,test_family_ood,274,30660831,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
121,evaluation,test_family_ood,274,30660831,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
122,evaluation,test_family_ood,274,30660831,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
123,evaluation,test_family_ood,274,30660831,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
124,evaluation,test_family_ood,264,30660821,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
125,evaluation,test_family_ood,264,30660821,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
126,evaluation,test_family_ood,264,30660821,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
127,evaluation,test_family_ood,264,30660821,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
0,evaluation,test_joint_ood,327,30760852,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
1,evaluation,test_joint_ood,327,30760852,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
2,evaluation,test_joint_ood,327,30760852,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
3,evaluation,test_joint_ood,327,30760852,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
4,evaluation,test_joint_ood,307,30760832,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
5,evaluation,test_joint_ood,307,30760832,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
6,evaluation,test_joint_ood,307,30760832,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
7,evaluation,test_joint_ood,307,30760832,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
8,evaluation,test_joint_ood,297,30760822,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
9,evaluation,test_joint_ood,297,30760822,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
10,evaluation,test_joint_ood,297,30760822,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
11,evaluation,test_joint_ood,297,30760822,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
12,evaluation,test_joint_ood,319,30760844,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
13,evaluation,test_joint_ood,319,30760844,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
14,evaluation,test_joint_ood,319,30760844,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
15,evaluation,test_joint_ood,319,30760844,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
16,evaluation,test_joint_ood,303,30760828,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
17,evaluation,test_joint_ood,303,30760828,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
18,evaluation,test_joint_ood,303,30760828,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
19,evaluation,test_joint_ood,303,30760828,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
20,evaluation,test_joint_ood,310,30760835,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
21,evaluation,test_joint_ood,310,30760835,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
22,evaluation,test_joint_ood,310,30760835,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
23,evaluation,test_joint_ood,310,30760835,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
24,evaluation,test_joint_ood,317,30760842,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
25,evaluation,test_joint_ood,317,30760842,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
26,evaluation,test_joint_ood,317,30760842,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
27,evaluation,test_joint_ood,317,30760842,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
28,evaluation,test_joint_ood,309,30760834,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
29,evaluation,test_joint_ood,309,30760834,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
30,evaluation,test_joint_ood,309,30760834,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
31,evaluation,test_joint_ood,309,30760834,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
32,evaluation,test_joint_ood,311,30760836,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
33,evaluation,test_joint_ood,311,30760836,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
34,evaluation,test_joint_ood,311,30760836,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
35,evaluation,test_joint_ood,311,30760836,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
36,evaluation,test_joint_ood,314,30760839,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
37,evaluation,test_joint_ood,314,30760839,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
38,evaluation,test_joint_ood,314,30760839,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
39,evaluation,test_joint_ood,314,30760839,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
40,evaluation,test_joint_ood,299,30760824,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
41,evaluation,test_joint_ood,299,30760824,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
42,evaluation,test_joint_ood,299,30760824,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
43,evaluation,test_joint_ood,299,30760824,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
44,evaluation,test_joint_ood,300,30760825,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
45,evaluation,test_joint_ood,300,30760825,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
46,evaluation,test_joint_ood,300,30760825,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
47,evaluation,test_joint_ood,300,30760825,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
48,evaluation,test_joint_ood,320,30760845,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
49,evaluation,test_joint_ood,320,30760845,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
50,evaluation,test_joint_ood,320,30760845,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
51,evaluation,test_joint_ood,320,30760845,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
52,evaluation,test_joint_ood,302,30760827,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
53,evaluation,test_joint_ood,302,30760827,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
54,evaluation,test_joint_ood,302,30760827,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
55,evaluation,test_joint_ood,302,30760827,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
56,evaluation,test_joint_ood,322,30760847,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
57,evaluation,test_joint_ood,322,30760847,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
58,evaluation,test_joint_ood,322,30760847,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
59,evaluation,test_joint_ood,322,30760847,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
60,evaluation,test_joint_ood,305,30760830,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
61,evaluation,test_joint_ood,305,30760830,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
62,evaluation,test_joint_ood,305,30760830,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
63,evaluation,test_joint_ood,305,30760830,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
64,evaluation,test_joint_ood,315,30760840,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
65,evaluation,test_joint_ood,315,30760840,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
66,evaluation,test_joint_ood,315,30760840,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
67,evaluation,test_joint_ood,315,30760840,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
68,evaluation,test_joint_ood,312,30760837,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
69,evaluation,test_joint_ood,312,30760837,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
70,evaluation,test_joint_ood,312,30760837,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
71,evaluation,test_joint_ood,312,30760837,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
72,evaluation,test_joint_ood,301,30760826,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
73,evaluation,test_joint_ood,301,30760826,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
74,evaluation,test_joint_ood,301,30760826,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
75,evaluation,test_joint_ood,301,30760826,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
76,evaluation,test_joint_ood,304,30760829,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
77,evaluation,test_joint_ood,304,30760829,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
78,evaluation,test_joint_ood,304,30760829,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
79,evaluation,test_joint_ood,304,30760829,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
80,evaluation,test_joint_ood,321,30760846,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
81,evaluation,test_joint_ood,321,30760846,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
82,evaluation,test_joint_ood,321,30760846,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
83,evaluation,test_joint_ood,321,30760846,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
84,evaluation,test_joint_ood,308,30760833,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
85,evaluation,test_joint_ood,308,30760833,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
86,evaluation,test_joint_ood,308,30760833,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
87,evaluation,test_joint_ood,308,30760833,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
88,evaluation,test_joint_ood,313,30760838,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
89,evaluation,test_joint_ood,313,30760838,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
90,evaluation,test_joint_ood,313,30760838,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
91,evaluation,test_joint_ood,313,30760838,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
92,evaluation,test_joint_ood,316,30760841,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
93,evaluation,test_joint_ood,316,30760841,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
94,evaluation,test_joint_ood,316,30760841,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
95,evaluation,test_joint_ood,316,30760841,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
96,evaluation,test_joint_ood,326,30760851,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
97,evaluation,test_joint_ood,326,30760851,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
98,evaluation,test_joint_ood,326,30760851,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
99,evaluation,test_joint_ood,326,30760851,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
100,evaluation,test_joint_ood,306,30760831,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
101,evaluation,test_joint_ood,306,30760831,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
102,evaluation,test_joint_ood,306,30760831,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
103,evaluation,test_joint_ood,306,30760831,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
104,evaluation,test_joint_ood,318,30760843,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
105,evaluation,test_joint_ood,318,30760843,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
106,evaluation,test_joint_ood,318,30760843,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
107,evaluation,test_joint_ood,318,30760843,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
108,evaluation,test_joint_ood,324,30760849,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
109,evaluation,test_joint_ood,324,30760849,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
110,evaluation,test_joint_ood,324,30760849,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
111,evaluation,test_joint_ood,324,30760849,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
112,evaluation,test_joint_ood,298,30760823,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
113,evaluation,test_joint_ood,298,30760823,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
114,evaluation,test_joint_ood,298,30760823,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
115,evaluation,test_joint_ood,298,30760823,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
116,evaluation,test_joint_ood,296,30760821,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
117,evaluation,test_joint_ood,296,30760821,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
118,evaluation,test_joint_ood,296,30760821,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
119,evaluation,test_joint_ood,296,30760821,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
120,evaluation,test_joint_ood,325,30760850,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
121,evaluation,test_joint_ood,325,30760850,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
122,evaluation,test_joint_ood,325,30760850,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
123,evaluation,test_joint_ood,325,30760850,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
124,evaluation,test_joint_ood,323,30760848,0,g_100011111,stress,100011111,20261371,all frozen layouts in partition,post_selection_development_audit,True
125,evaluation,test_joint_ood,323,30760848,1,g_110001111,stress,110001111,20261371,all frozen layouts in partition,post_selection_development_audit,True
126,evaluation,test_joint_ood,323,30760848,2,g_111000111,stress,111000111,20261371,all frozen layouts in partition,post_selection_development_audit,True
127,evaluation,test_joint_ood,323,30760848,3,g_111010011,stress,111010011,20261371,all frozen layouts in partition,post_selection_development_audit,True
